title,title_link,author,publisher,publication_date,#pages,reading_age,average_rating,sales_rank
Warcross,https://www.amazon.com/Warcross-Marie-Lu/dp/0399547975/ref=sr_1_1?keywords=Warcross+by+Marie+Lu&qid=1696984598&sr=8-1,Marie Lu,Speak; Reprint edition,"June 26, 2018",416.0,12,3.0,12805
The Oath: The Obama White House And The Supreme Court,https://www.amazon.com/Oath-Obama-White-House-Supreme/dp/0307390713/ref=sr_1_1?crid=3QCULX8RJVHF5&keywords=The+Oath+Jeffrey+Toobin&qid=1669823215&s=books&sprefix=the+oath+jeffrey+toobin%2Cstripbooks-intl-ship%2C289&sr=1-1,Jeffrey Toobin,Anchor; Reprint edition,"June 4, 2013",352.0,,2.3,43440
Surviving Hitler: A Boy In The Nazi Death Camps,https://www.amazon.com/Surviving-Hitler-Nazi-Death-Camps/dp/0060007672/ref=sr_1_1?keywords=Surviving+Hitler+by+Andrea+Warren&qid=1696960188&sr=8-1,Andrea Warren,HarperCollins; Reprint edition,"Illustrated, September 17, 2002",160.0,10,5.0,74468
Just After Sunset,https://www.amazon.com/Just-After-Sunset-EXP-Stories/dp/1439144915/ref=sr_1_1?keywords=Just+After+Sunset+by+Stephen+King&qid=1696961610&sr=8-1,S. King,Hachette,"January 1, 2012",,,3.4,75480
How To Save A Life,https://www.amazon.com/How-Save-Life-Sara-Zarr/dp/0316036056/ref=sr_1_1?keywords=How+To+Save+A+Life+by+Sara+Zarr&qid=1696976641&sr=8-1,Sara Zarr,"Little, Brown Books for Young Readers; Reprint edition","October 30, 2012",368.0,12,2.1,78282
The Mango Season (Silk Sarees And Secrets),https://www.amazon.com/Mango-Season-Amulya-Malladi/dp/1092928790/ref=sr_1_1?keywords=The+Mango+Season+by+Amulya+Malladi&qid=1697056927&sr=8-1,Amulya Malladi,Independently published,"April 6, 2019",208.0,,2.7,36823
Someone Like You,https://www.amazon.com/Someone-Like-You-Sarah-Dessen/dp/0142401773/ref=sr_1_1?keywords=Someone+Like+You+by+Sarah+Dessen&qid=1697013127&sr=8-1,Sarah Dessen,,"May 11, 2004",281.0,12,4.7,55793
Peeps,https://www.amazon.com/Peeps-Scott-Westerfeld/dp/1595140832/ref=sr_1_1?keywords=Peeps+by+Scott+Westerfeld&qid=1696972887&sr=8-1,Scott Westerfeld,Razorbill; Reprint edition,"September 7, 2006",312.0,14,2.6,3507
The Last Ballad: A Novel,https://www.amazon.com/Last-Ballad-Novel-Wiley-Cash/dp/0062313126/ref=sr_1_1?keywords=The+Last+Ballad+by+Wiley+Cash&qid=1697035215&sr=8-1,Wiley Cash,William Morrow Paperbacks; Reprint edition,"June 5, 2018",416.0,,1.1,35397
7 Habits Of Highly Effective People,https://www.amazon.com/Habits-Highly-Effective-People-Powerful/dp/1476740054/ref=sr_1_7?crid=N6142IQ3NZ2L&keywords=The+7+Habits+of+Highly+Effective+People+Stephen+R.+Covey&qid=1666839845&qu=eyJxc2MiOiIxLjY5IiwicXNhIjoiMC45NCIsInFzcCI6IjEuMDAifQ%3D%3D&sprefix=the+7+habits+of+highly%2Caps%2C460&sr=8-7,Stephen R. Covey,SIMON & SCHUSTER SOUND IDEAS; Reprinted Edition,"January 1, 1989",,,4.9,32954
Armada: A Novel By The Author Of Ready Player One,https://www.amazon.com/Armada-novel-author-Ready-Player/dp/0804137277/ref=sr_1_1?keywords=Armada+by+Ernest+Cline&qid=1697023307&sr=8-1,Ernest Cline,Ballantine Books; Reprint edition,"April 12, 2016",384.0,,2.8,15652
The Night She Disappeared,https://www.amazon.com/Night-She-Disappeared-April-Henry/dp/1250016746/ref=sr_1_1?crid=3J4H37SM6DYDT&keywords=the+night+she+disappeared+henry&qid=1683036223&sprefix=the+night+she+disappeared_henry%2Caps%2C580&sr=8-1,April Henry,Square Fish; First Edition,"March 5, 2013",256.0,12,3.5,27661
The Red Necklace,https://www.amazon.com/Red-Necklace-Sally-Gardner/dp/0803731000/ref=sr_1_1?keywords=The+Red+Necklace+by+Sally+Gardner&qid=1696975636&sr=8-1,Sally Gardner,Speak; Reprint edition,"September 17, 2009",378.0,12,2.8,9932
The Real Life Of Sebastian Knight (New Directions Paperbook),https://www.amazon.com/Real-Sebastian-Knight-Directions-Paperbook/dp/0811217507/ref=sr_1_1?keywords=The+Real+Life+of+Sebastian+Knight+by+Vladimir+Nabokov&qid=1697471779&sr=8-1,Vladimir Nabokov,New Directions,"July 17, 2008",224.0,,2.8,985
The Power Of Sympathy And The Coquette (Penguin Classics),https://www.amazon.com/Power-Sympathy-Coquette-Penguin-Classics/dp/0140434682/ref=sr_1_1?keywords=The+Power+of+Sympathy+by+William+Hill+Brown&qid=1697032900&sr=8-1,William Hill Brown,Penguin Classics; First Edition,"November 1, 1996",352.0,,2.5,50477
Desert Flower: The Extraordinary Journey Of A Desert Nomad,https://www.amazon.com/Desert-Flower-Extraordinary-Journey-Nomad/dp/0688172377/ref=sr_1_1?keywords=Desert+Flower+by+Waris+Dirie&qid=1697041346&sr=8-1,Waris Dirie,William Morrow Paperbacks,"March 15, 2011",256.0,,2.0,21537
Sons And Daughters Of Ease And Plenty: A Novel,https://www.amazon.com/Sons-Daughters-Ease-Plenty-Novel/dp/1594634890/ref=sr_1_1?keywords=Sons+and+Daughters+of+Ease+and+Plenty+by+Ramona+Ausubel&qid=1697032566&sr=8-1,Ramona Ausubel,Riverhead Books; Reprint edition,"June 13, 2017",336.0,,4.2,32652
My Own Country: A Doctor'S Story,https://www.amazon.com/My-Own-Country-Doctors-Story/dp/0679752927/ref=sr_1_1?keywords=My+Own+Country+by+Abraham+Verghese&qid=1697050728&sr=8-1,Abraham Verghese,Vintage,"April 25, 1995",432.0,,4.2,1730
Let Us Now Praise Famous Men,https://www.amazon.com/Let-Now-Praise-Famous-Men/dp/0618127496/ref=sr_1_1?keywords=Let+Us+Now+Praise+Famous+Men+by+James+Agee&qid=1697010004&sr=8-1,Walker Evans,Mariner Books Classics; Illustrated edition,"Illustrated, August 14, 2001",432.0,,1.9,55952
"The Atlantis Plague: A Thriller (The Origin Mystery, Book 2)",https://www.amazon.com/Atlantis-Plague-Thriller-Origin-Mystery/dp/1940026032/ref=sr_1_1?keywords=The+Atlantis+Plague+by+A.+G.+Riddle&qid=1697023591&sr=8-1,A.G. Riddle,A.G. Riddle; First Edition,"November 18, 2013",542.0,,3.4,37117
Anne Frank Remembered: The Story Of The Woman Who Helped To Hide The Frank Family,https://www.amazon.com/Anne-Frank-Remembered-Helped-Family/dp/1416598855/ref=sr_1_1?crid=175J3TEHZA5R3&keywords=Anne+Frank+Remembered+Miep+Gies&qid=1673454148&s=books&sprefix=anne+frank+remembered+miep+gies%2Cstripbooks-intl-ship%2C1721&sr=1-1,Miep Gies,Simon & Schuster; Reprint edition,"Illustrated, February 10, 2009",296.0,,4.1,65411
The Sailor Who Fell From Grace With The Sea,https://www.amazon.com/Sailor-Who-Fell-Grace-Sea/dp/0679750150/ref=sr_1_1?keywords=The+Sailor+Who+Fell+From+Grace+with+the+Sea+by+Yukio+Mishima&qid=1697052870&sr=8-1,Yukio Mishima,Vintage,"May 31, 1994",192.0,,3.2,33456
Study Guide: White Angel By Michael Cunningham (Supersummary),https://www.amazon.com/Study-Guide-Michael-Cunningham-SuperSummary-ebook/dp/B0B676629K/ref=sr_1_1?crid=1AZCVXGP5Q112&keywords=White+Angel+Michael+Cunningham&qid=1666802184&qu=eyJxc2MiOiIxLjYyIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=white+angel+michael+cunnin%2Caps%2C666&sr=8-1,Supersummary,Independently published,"July 10, 2022",43.0,,4.2,1624
"Fiasco: The American Military Adventure In Iraq, 2003 To 2005",https://www.amazon.com/Fiasco-American-Military-Adventure-Iraq/dp/0143038915/ref=sr_1_1?keywords=Fiasco+by+Thomas+E.+Ricks&qid=1697055011&sr=8-1,Thomas E. Ricks,Penguin Books; Illustrated edition,"Bargain Price, July 31, 2007",512.0,18,4.4,88324
"Van Alen Legacy, The (Blue Bloods)",https://www.amazon.com/Alen-Legacy-Blue-Bloods-Novel/dp/1368094171/ref=sr_1_1?keywords=The+Van+Alen+Legacy+by+Melissa+de+la+Cruz&qid=1696972821&sr=8-1,Melissa De La Cruz,Disney Hyperion,"May 2, 2023",400.0,12,3.8,66833
The Alphabet Versus The Goddess: The Conflict Between Word And Image (Compass),https://www.amazon.com/Alphabet-Versus-Goddess-Conflict-Between/dp/0140196013/ref=sr_1_1?keywords=The+Alphabet+Versus+the+Goddess+by+Leonard+Shlain&qid=1697017196&sr=8-1,Leonard Shlain,Penguin Books,"September 1, 1999",464.0,,4.9,34875
I Am Mordred (Silver),https://www.amazon.com/I-Am-Mordred-Tale-Camelot/dp/0698118413/ref=sr_1_1?keywords=I+Am+Mordred+by+Nancy+Springer&qid=1696981091&sr=8-1,Nancy Springer,Hodder Children's Books,"Import, October 19, 2000",192.0,6,3.7,64597
A Nation Under Our Feet: Black Political Struggles In The Rural South From Slavery To The Great Migration,https://www.amazon.com/Nation-Under-Our-Feet-Political/dp/067401765X/ref=sr_1_1?keywords=A+Nation+Under+Our+Feet+by+Steven+Hahn&qid=1697065113&sr=8-1,Steven Hahn,An Imprint of Harvard University Press; First Paperback Edition,"Illustrated, April 30, 2005",624.0,,3.8,79512
A Reliable Wife,https://www.amazon.com/Reliable-Wife-Robert-Goolrick/dp/1565129776/ref=sr_1_1?keywords=A+Reliable+Wife+by+Robert+Goolrick&qid=1696982214&sr=8-1,Robert Goolrick,Algonquin Books; 1st edition,"January 5, 2010",320.0,,3.1,74094
Children Of The New World,https://www.amazon.com/Children-New-World-Alexander-Weinstein/dp/1250098998/ref=sr_1_1?keywords=Children+of+the+New+World+by+Alexander+Weinstein&qid=1697034915&sr=8-1,Alexander Weinstein,Picador Paper; First Paperback Edition,"September 13, 2016",239.0,,2.5,82494
The Kidnapping Of Christina Lattimore,https://www.amazon.com/Kidnapping-Christina-Lattimore-Lowery-Nixon/dp/0152050310/ref=sr_1_1?keywords=The+Kidnapping+of+Christina+Lattimore+by+Joan+Lowery+Nixon&qid=1696981111&sr=8-1,Joan Lowery Nixon,Clarion Books; First Edition,"March 1, 2004",320.0,12,3.4,30662
Revelation: A Matthew Shardlake Tudor Mystery,https://www.amazon.com/Revelation-Matthew-Shardlake-Tudor-Mystery/dp/014311624X/ref=sr_1_1?keywords=Revelation+by+C.+J.+Sansom&qid=1696973313&sr=8-1,C. J. Sansom,Penguin Books; Reprint edition,"February 23, 2010",560.0,18,3.0,79729
Waiting: A Novel,https://www.amazon.com/Waiting-Novel-Ha-Jin/dp/0375706410/ref=sr_1_1?keywords=Waiting+by+Ha+Jin&qid=1696963414&sr=8-1,Ha Jin,Vintage,"September 19, 2000",308.0,,3.5,15377
Dodger,https://www.amazon.com/Dodger-Terry-Pratchett/dp/0062009516/ref=sr_1_1?keywords=Dodger+by+Terry+Pratchett&qid=1697028550&sr=8-1,Terry Pratchett,Clarion Books; Reprint edition,"September 24, 2013",368.0,13,4.7,77705
The Loaded Dog,https://www.amazon.com/Loaded-Dog-Henry-Lawson/dp/1502339064/ref=sr_1_1?keywords=The+Loaded+Dog+by+Henry+Lawson&qid=1697060238&sr=8-1,Henry Lawson,CreateSpace Independent Publishing Platform,"September 10, 2014",26.0,,4.7,73127
"Groundwork For The Metaphysics Of Morals: With An Updated Translation, Introduction, And Notes",https://www.amazon.com/Groundwork-Metaphysics-Morals-Translation-Introduction/dp/0300227434/ref=sr_1_4?keywords=Groundwork+of+the+Metaphysics+of+Morals+by+Immanuel+Kant&qid=1697018726&sr=8-4,Immanuel Kant,Yale University Press; Annotated edition,"April 17, 2018",144.0,,4.9,85030
Witch Child,https://www.amazon.com/Witch-Child-Celia-Rees/dp/0763642282/ref=sr_1_1?keywords=Witch+Child+by+Celia+Rees&qid=1697005930&sr=8-1,Celia Rees,Candlewick; Reprint edition,"May 12, 2009",288.0,12,2.6,25986
The Curse Of Capistrano (The Mark Of Zorro): Classic Literature,https://www.amazon.com/Curse-Capistrano-Mark-Zorro-ebook/dp/B0050G0WKC/ref=sr_1_1?crid=16TC9L7VVJDB7&keywords=The+Curse+of+Capistrano_McCulley&qid=1682095037&s=instant-video&sprefix=the+curse+of+capistrano_mcculley%2Cinstant-video%2C575&sr=1-1,Johnston Mcculley,CreateSpace Independent Publishing Platform,"July 23, 1919",200.0,,2.5,92947
The Waiting Years,https://www.amazon.com/The-Waiting-Years/dp/4770007949/ref=sr_1_1?keywords=The+Waiting+Years+by+Fumiko+Enchi&qid=1697032607&sr=8-1,Fumiko Enchi,,,0.0,,1.4,68496
"Black, White & Jewish: Autobiography Of A Shifting Self",https://www.amazon.com/Black-White-Jewish-Autobiography-Shifting/dp/B08X4Y2XDW/ref=sr_1_1?crid=2AUSLHOS1GOW2&keywords=black%2C+white%2C+and+jewish+walker&qid=1681744536&s=books&sprefix=black%2C+white%2C+and+jewish_walker%2Cstripbooks-intl-ship%2C528&sr=1-1,Rebecca Walker,Riverhead Books; Later Printing edition,"January 8, 2002",322.0,,1.2,35027
The Courage To Be Disliked (Malayalam Edition),https://www.amazon.com/Courage-be-Disliked-Malayalam/dp/9355432224/ref=sr_1_3?keywords=The+Courage+to+Be+Disliked+by+Ichiro+Kishimi&qid=1697034531&sr=8-3,Ichiro Kishimi,Manjul Publishing House Pvt Ltd,"June 21, 2023",304.0,,4.9,72595
Anya'S Ghost,https://www.amazon.com/Anyas-Ghost-Vera-Brosgol/dp/1596435526/ref=sr_1_1?keywords=Anya%27s+Ghost+by+Vera+Brosgol&qid=1697008097&sr=8-1,Vera Brosgol,First Second; Illustrated edition,"Illustrated, June 7, 2011",221.0,9,4.6,70611
Away From Her,https://www.amazon.com/Away-Her-Alice-Munro/dp/0307386694/ref=sr_1_4?crid=1W8NVBL2AXBGN&keywords=The+Bear+Came+Over+the+Mountain+Alice+Munro&qid=1666762848&qu=eyJxc2MiOiIwLjAwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=the+bear+came+over+the+mountain+a%2Caps%2C605&sr=8-4,Alice Munro,Vintage; Media tie-in edition,"Deckle Edge, April 17, 2007",76.0,,1.8,4516
The Darker Face Of The Earth (Oberon Modern Plays),https://www.amazon.com/Dark-Earth-Oberon-Modern-Plays/dp/1840021292/ref=sr_1_1?keywords=The+Darker+Face+of+the+Earth+by+Rita+Dove&qid=1697057852&sr=8-1,Rita Dove,Oberon Books,"August 11, 1999",102.0,,2.6,92518
"Hidden Oracle, The-Trials Of Apollo, Book One",https://www.amazon.com/Trials-Apollo-Book-Hidden-Oracle/dp/1484746414/ref=sr_1_1?keywords=The+Trials+Of+Apollo%2C+Book+1%3A+The+Hidden+Oracle+by+Rick+Riordan&qid=1697004085&sr=8-1,Rick Riordan,Disney Hyperion; Reprint edition,"October 3, 2017",416.0,10,4.4,70489
The Empathy Exams: Essays,https://www.amazon.com/Empathy-Exams-Essays-Leslie-Jamison/dp/1555976719/ref=sr_1_1?keywords=The+Empathy+Exams+by+Leslie+Jamison&qid=1696979248&sr=8-1,Leslie Jamison,Graywolf Press; 1st edition,"April 1, 2014",256.0,,2.1,59516
Coming Through Slaughter,https://www.amazon.com/Coming-Through-Slaughter-Michael-Ondaatje/dp/0679767851/ref=sr_1_1?keywords=Coming+Through+Slaughter+by+Michael+Ondaatje&qid=1697016189&sr=8-1,Michael Ondaatje,Vintage; Reprint edition,"March 19, 1996",160.0,,1.9,50550
Spies Of Mississippi: The True Story Of The Spy Network That Tried To Destroy The Civil Rights Movement,https://www.amazon.com/Spies-Mississippi-Network-Destroy-Movement/dp/1426305958/ref=sr_1_1?keywords=Spies+of+Mississippi+by+Rick+Bowers&qid=1696986533&sr=8-1,Rick Bowers,ReadHowYouWant,"January 8, 2014",152.0,,2.4,86550
"The Princess Diaries (Princess Diaries, 1)",https://www.amazon.com/Princess-Diaries-Meg-Cabot/dp/0062998455/ref=sr_1_1?keywords=The+Princess+Diaries+by+Meg+Cabot&qid=1697013424&sr=8-1,Meg Cabot,HarperCollins,"October 27, 2020",320.0,11,2.0,50591
You: A Novel (1) (The You Series),https://www.amazon.com/You-Novel-Caroline-Kepnes/dp/1501195433/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1671490886&sr=8-1,Caroline Kepnes,Atria/Emily Bestler Books; Media Tie-In edition,"August 28, 2018",464.0,,2.4,73297
Good Advice Is Rarer Than Rubies,https://www.amazon.com/GOOD-ADVICE-RARER-THAN-RUBIES/dp/B003FJATEA/ref=sr_1_1?crid=358Z2H6FPWCI5&keywords=Good+Advice+is+Rarer+than+Rubies+Salman+Rushdie&qid=1666798469&qu=eyJxc2MiOiIwLjg0IiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=good+advice+is+rarer+than+rubies+salman+%2Caps%2C604&sr=8-1,Salman Rushdie,Pantheon; First Edition,"January 1, 1994",,,1.7,41631
The Dying Sun,https://www.amazon.com/Dying-Sun-Gary-L-Blackwood/dp/0689314825/ref=sr_1_1?crid=3N4JXMEIDW4HX&keywords=The+Dying+Sun+Gary+L.+Blackwood&qid=1666729075&sprefix=the+dying+sun+gary+l.+blackwood%2Caps%2C542&sr=8-1,Gary L. Blackwood,Atheneum,"January 1, 1989",,11,1.4,94038
Good People,https://www.amazon.com/Good-People-Thriller-Marcus-Sakey-ebook/dp/B001D6FIPW/ref=sr_1_1?crid=34GZYKL2C72WC&keywords=Good+People_Sakey&qid=1682885838&s=instant-video&sprefix=good+people_sakey%2Cinstant-video%2C391&sr=1-1,Marcus Sakey,Corgi Books,"January 1, 2013",352.0,,3.2,17982
Iboy,https://www.amazon.com/iBoy-Kevin-Brooks-ebook/dp/B005HE2O30/ref=sr_1_1?keywords=iBoy&qid=1675915100&sr=8-1,K. Brooks,Penguin Books,"January 1, 2010",304.0,,3.1,86734
By The Light Of My Father'S Smile: A Novel (Ballantine Reader'S Circle),https://www.amazon.com/Light-My-Fathers-Smile-Ballantine/dp/0345426061/ref=sr_1_1?keywords=By+the+Light+of+My+Father%27s+Smile+by+Alice+Walker&qid=1696999965&sr=8-1,Alice Walker,Ballantine Books,"August 31, 1999",222.0,,2.6,47134
Uncle Tungsten: Memories Of A Chemical Boyhood,https://www.amazon.com/Uncle-Tungsten-Memories-Chemical-Boyhood/dp/0375704043/ref=sr_1_1?keywords=Uncle+Tungsten+by+Oliver+Sacks&qid=1696961298&sr=8-1,Oliver Sacks,Vintage; Reprint edition,"September 17, 2002",352.0,,2.6,26556
The Septembers Of Shiraz: A Novel (P.S.),https://www.amazon.com/Septembers-Shiraz-Novel-P-S/dp/0061130419/ref=sr_1_1?keywords=The+Septembers+Of+Shiraz+by+Dalia+Sofer&qid=1696963648&sr=8-1,Dalia Sofer,Ecco; Reprint edition,"April 29, 2008",368.0,,2.3,4470
When Women Were Birds: Fifty-Four Variations On Voice,https://www.amazon.com/When-Women-Were-Birds-Fifty-four/dp/1250024110/ref=sr_1_1?keywords=When+Women+Were+Birds+by+Terry+Tempest+Williams&qid=1697002396&sr=8-1,Terry Tempest Williams,Picador; Reprint edition,"February 26, 2013",256.0,,4.7,16027
"Finding Zoe: A Deaf Woman'S Story Of Identity, Love, And Adoption",https://www.amazon.com/Finding-Zoe-Womans-Identity-Adoption/dp/195066578X/ref=sr_1_1?keywords=Finding+Zoe+by+Brandi+Rarus&qid=1697470980&sr=8-1,"Brandi Rarus, Gail Harris",BenBella Books,"September 1, 2020",288.0,,4.0,80726
The Best Of Me,https://www.amazon.com/Best-Me-Nicholas-Sparks/dp/1538764725/ref=sr_1_1?keywords=The+Best+of+Me+by+Nicholas+Sparks&qid=1696963557&sr=8-1,Nicholas Sparks,Grand Central Publishing; Reissue edition,"December 15, 2020",336.0,,1.6,51628
The Burn Journals: A Memoir,https://www.amazon.com/Burn-Journals-Brent-Runyon/dp/1400096421/ref=sr_1_1?keywords=The+Burn+Journals+by+Brent+Runyon&qid=1697042918&sr=8-1,Brent Runyon,Vintage; Reprint edition,"October 11, 2005",336.0,14,3.4,50099
"The Quartet: Orchestrating The Second American Revolution, 1783-1789",https://www.amazon.com/Quartet-Orchestrating-American-Revolution-1783-1789/dp/080417248X/ref=sr_1_1?keywords=The+Quartet+by+Joseph+J.+Ellis&qid=1697059020&sr=8-1,Joseph J. Ellis,Vintage; Reprint edition,"May 3, 2016",320.0,,1.4,50370
The Book Of Strange New Things: A Novel,https://www.amazon.com/Book-Strange-New-Things-Novel/dp/0553418866/ref=sr_1_1?keywords=The+Book+of+Strange+New+Things+by+Michel+Faber&qid=1697062220&sr=8-1,Michel Faber,Hogarth; Reprint edition,"June 30, 2015",528.0,,4.5,76705
Bluefish,https://www.amazon.com/Bluefish-Pat-Schmatz/dp/0763663417/ref=sr_1_1?keywords=Bluefish+by+Pat+Schmatz&qid=1697015268&sr=8-1,Pat Schmatz,Candlewick; Reprint edition,"August 6, 2013",240.0,12,3.4,39285
We Band Of Angels: The Untold Story Of The American Women Trapped On Bataan,https://www.amazon.com/We-Band-Angels-American-Trapped/dp/0812984846/ref=sr_1_1?keywords=We+Band+of+Angels+by+Elizabeth+M.+Norman&qid=1697065057&sr=8-1,Elizabeth Norman,Random House Trade Paperbacks; NO-VALUE edition,"October 29, 2013",384.0,,1.3,91376
The Seat Of The Soul: 25Th Anniversary Edition With A Study Guide,https://www.amazon.com/Seat-Soul-Anniversary-Study-Guide/dp/147675540X/ref=sr_1_1?keywords=The+Seat+of+the+Soul+by+Gary+Zukav&qid=1697008525&sr=8-1,Gary Zukav,Simon & Schuster; Anniversary edition,"Special Edition, March 11, 2014",384.0,,3.2,23564
"Nudge: Improving Decisions About Health, Wealth, And Happiness",https://www.amazon.com/Nudge-Improving-Decisions-Health-Happiness/dp/014311526X/ref=sr_1_1?crid=ZUTD6SFK87U6&keywords=Nudge_Thaler%2C+Cass+R.+Sunstein&qid=1682892141&s=instant-video&sprefix=nudge_thaler%2C+cass+r.+sunstein%2Cinstant-video%2C521&sr=1-1,Richard H. Thaler,Penguin Books; Revised & Expanded edition,"February 24, 2009",312.0,,2.2,42630
Abigail Adams: A Life,https://www.amazon.com/Abigail-Adams-Life-Woody-Holton/dp/1416546812/ref=sr_1_1?keywords=Abigail+Adams+by+Woody+Holton&qid=1696990768&sr=8-1,Woody Holton,Atria; 1st edition,"Illustrated, June 1, 2010",512.0,,3.5,62120
Evil Genius,https://www.amazon.com/Evil-Genius-catherine-jinks/dp/1741144590/ref=sr_1_1?keywords=Evil+Genius+by+Catherine+Jinks&qid=1696960540&sr=8-1,Catherine Jinks,Clarion Books; Reprint edition,"October 4, 2011",496.0,7,2.3,55181
The Weight Of Silence,https://www.amazon.com/Weight-Silence-Heather-Gudenkauf/dp/077832740X/ref=sr_1_1?keywords=The+Weight+of+Silence+by+Heather+Gudenkauf&qid=1696984826&sr=8-1,Heather Gudenkauf,MIRA; Original edition,"July 28, 2009",384.0,,1.2,66410
