title,title_link,author,publisher,publication_date,#pages,reading_age,average_rating,sales_rank
The Pilgrim'S Progress (Penguin Classics),https://www.amazon.com/Pilgrims-Progress-Penguin-Classics/dp/0141439718/ref=sr_1_10?keywords=The+Pilgrim%27s+Progress+by+John+Bunyan&qid=1697040466&sr=8-10,John Bunyan,Penguin Classics; Illustrated edition,"Illustrated, January 27, 2009",384.0,,1.9,53616
Thomas Jefferson And The Tripoli Pirates: The Forgotten War That Changed American History,https://www.amazon.com/Thomas-Jefferson-Tripoli-Pirates-Forgotten/dp/B0146TJT52/ref=sr_1_1?crid=3S79ML3IID9OS&keywords=thomas+jefferson+and+the+tripoli+pirates+brian+kilmeade&qid=1682368350&sprefix=thomas+jefferson+and+the+tripoli+pi%2Caps%2C622&sr=8-1,Brian Kilmeade,Sentinel; Reprint edition,"October 18, 2016",272.0,,1.5,4581
When We Were Orphans: A Novel,https://www.amazon.com/When-We-Were-Orphans-Novel/dp/0375724400/ref=sr_1_1?keywords=When+We+Were+Orphans+by+Kazuo+Ishiguro&qid=1696990673&sr=8-1,Kazuo Ishiguro,Knopf Doubleday Publishing Group,"October 30, 2001",335.0,,1.2,79948
In Praise Of Shadows,https://www.amazon.com/Praise-Shadows-Tanizaki-Junichiro/dp/480530488X/ref=sr_1_3?crid=1E9RDYTEKX7FA&keywords=In+Praise+of+Shadows+Jun%27ichir%C5%8D+Tanizaki&qid=1666723341&sprefix=in+praise+of+shadows+jun%27ichir%C5%8D+%2Caps%2C586&sr=8-3,Tanizaki Jun'Ichiro,Charles E. Tuttle Co.,"January 1, 1984",1000.0,,1.1,98379
Emotional Intelligence: Why It Can Matter More Than Iq,https://www.amazon.com/Emotional-Intelligence-Matter-More-Than/dp/055338371X/ref=sr_1_1?keywords=Emotional+Intelligence&qid=1678351906&s=books&sr=1-1,Daniel Goleman,Random House Publishing Group; 10th Anniversary edition,"September 27, 2005",352.0,,4.8,99228
Born In Blood And Fire: A Concise History Of Latin America,https://www.amazon.com/Born-Blood-Fire-Concise-History/dp/0393283054/ref=sr_1_1?keywords=Born+in+Blood+and+Fire+by+John+Charles+Chasteen&qid=1696973470&sr=8-1,John Charles Chasteen,W. W. Norton & Company; Fourth edition,"Illustrated, June 21, 2016",432.0,,4.1,34105
The Bottom Billion: Why The Poorest Countries Are Failing And What Can Be Done About It,https://www.amazon.com/Bottom-Billion-Poorest-Countries-Failing/dp/0195373383/ref=sr_1_1?keywords=The+Bottom+Billion+by+Paul+Collier&qid=1696981453&sr=8-1,Paul Collier,Oxford University Press; 1st edition,"August 22, 2008",224.0,,2.9,50296
The Friday Night Knitting Club,https://www.amazon.com/Friday-Night-Knitting-Club/dp/0425219097/ref=sr_1_1?keywords=The+Friday+Night+Knitting+Club+by+Kate+Jacobs&qid=1697016791&sr=8-1,Kate Jacobs,Berkley Books; First Edition,"January 2, 2008",372.0,,2.8,86756
Soldier Girls: The Battles Of Three Women At Home And At War,https://www.amazon.com/Soldier-Girls-Battles-Three-Women/dp/1451668112/ref=sr_1_1?keywords=Soldier+Girls+by+Helen+Thorpe&qid=1697052336&sr=8-1,Helen Thorpe,Scribner; Reprint edition,"July 7, 2015",432.0,,2.4,62622
"Ishi In Two Worlds, 50Th Anniversary Edition: A Biography Of The Last Wild Indian In North America",https://www.amazon.com/Ishi-Two-Worlds-50th-Anniversary/dp/0520271475/ref=sr_1_1?keywords=Ishi+in+Two+Worlds+by+Theodora+Kroeber&qid=1697011876&sr=8-1,Theodora Kroeber,University of California Press; First Edition,"October 18, 2011",304.0,,4.3,12863
Saint Anything,https://www.amazon.com/Saint-Anything-Sarah-Dessen/dp/014751603X/ref=sr_1_1?keywords=Saint+Anything+by+Sarah+Dessen&qid=1697471713&sr=8-1,Sarah Dessen,Speak; Reprint edition,"May 31, 2016",448.0,12,1.5,12736
Invitation To The Game,https://www.amazon.com/Invitation-to-the-Game/dp/0663562600/ref=sr_1_1?keywords=Invitation+to+the+Game+by+Monica+Hughes&qid=1696986291&sr=8-1,Unknown,Silver Burdett Ginn Religion,"January 1, 1993",,,3.4,94709
The Weirdo,https://www.amazon.com/Weirdo-Theodore-Taylor/dp/0152056661/ref=sr_1_1?keywords=The+Weirdo+by+Theodore+Taylor&qid=1696982315&sr=8-1,Theodore Taylor,Clarion Books; First Edition,"March 1, 2006",304.0,12,5.0,79614
I'Ll Give You The Sun,https://www.amazon.com/Ill-Give-You-Jandy-Nelson/dp/0142425761/ref=sr_1_1?keywords=I%27ll+Give+You+the+Sun+by+Jandy+Nelson&qid=1697015860&sr=8-1,Jandy Nelson,Dial Books; Reprint edition,"October 27, 2015",400.0,14,4.6,50389
Agamemnon,https://www.amazon.com/Agamemnon-Aeschylus/dp/1502375494/ref=sr_1_3?keywords=Agamemnon+by+Aeschylus&qid=1696999446&sr=8-3,Aeschylus,CreateSpace Independent Publishing Platform,"September 15, 2014",74.0,,3.8,23229
Rotters,https://www.amazon.com/Rotters-Daniel-Kraus/dp/0385738587/ref=sr_1_1?keywords=Rotters+by+Daniel+Kraus&qid=1697472632&sr=8-1,Daniel Kraus,Ember; Reprint edition,"April 10, 2012",464.0,14,2.5,44232
Writing To Save A Life: The Louis Till File,https://www.amazon.com/Writing-Save-Life-Louis-Till/dp/1501147285/ref=sr_1_1?keywords=Writing+to+Save+a+Life+by+John+Edgar+Wideman&qid=1697019244&sr=8-1,John Edgar Wideman,Scribner; Reprint edition,"October 3, 2017",224.0,,4.2,93041
"Nudge: Improving Decisions About Health, Wealth, And Happiness",https://www.amazon.com/Nudge-Improving-Decisions-Health-Happiness/dp/014311526X/ref=sr_1_1?crid=ZUTD6SFK87U6&keywords=Nudge_Thaler%2C+Cass+R.+Sunstein&qid=1682892141&s=instant-video&sprefix=nudge_thaler%2C+cass+r.+sunstein%2Cinstant-video%2C521&sr=1-1,Richard H. Thaler,Penguin Books; Revised & Expanded edition,"February 24, 2009",312.0,,2.8,4025
"[ Emako Blue ] By Woods, Brenda ( Author ) [ 2005 ) [ Paperback ]",https://www.amazon.com/Emako-Blue-Brenda-Woods/dp/0142404187/ref=sr_1_1?keywords=Emako+Blue+by+Brenda+Woods&qid=1697064886&sr=8-1,Brenda Woods,Puffin Books Dec-29-2005,"January 1, 2005",0.0,,1.7,37579
Fifty Shades Darker,https://www.amazon.com/Fifty-Shades-Darker-L-James/dp/0345803493/ref=sr_1_1?keywords=Fifty+Shades+Darker+by+E.+L.+James&qid=1696998411&sr=8-1,E L James,Bloom Books; Reprint edition,"April 17, 2012",576.0,,1.2,36491
Race To Incarcerate: A Graphic Retelling,https://www.amazon.com/Race-Incarcerate-Retelling-Marc-Mauer/dp/1595585419/ref=sr_1_1?crid=1TT3AOVCCEOM3&keywords=Race+to+Incarcerate%3A+A+Graphic+Retelling_Sabrina+Jones&qid=1681843615&s=instant-video&sprefix=race+to+incarcerate+a+graphic+rete%2Cinstant-video%2C600&sr=1-1,"Marc Mauer, Sabrina Jones",The New Press; Illustrated edition,"Illustrated, April 2, 2013",128.0,,4.4,70186
The Beach Trees,https://www.amazon.com/Beach-Trees-Karen-White/dp/0451491785/ref=sr_1_1?keywords=The+Beach+Trees+by+Karen+White&qid=1696973396&sr=8-1,Karen White,Berkley; 1st edition,"May 3, 2011",432.0,,1.7,32282
Out Of The Easy,https://www.amazon.com/Out-Easy-Ruta-Sepetys/dp/0147508436/ref=sr_1_1?keywords=Out+Of+The+Easy+by+Ruta+Sepetys&qid=1697003842&sr=8-1,Ruta Sepetys,Philomel Books; Reprint edition,"March 4, 2014",368.0,14,3.4,45366
Amy And Isabelle: A Novel,https://www.amazon.com/Amy-Isabelle-novel-Elizabeth-Strout/dp/0375705198/ref=sr_1_1?keywords=Amy+and+Isabelle+by+Elizabeth+Strout&qid=1697012823&sr=8-1,Elizabeth Strout,Vintage; Reprint edition,"February 1, 2000",303.0,,3.6,80306
Be Frank W/Me,https://www.amazon.com/Be-Frank-Julia-Claiborne-Johnson/dp/0062413724/ref=sr_1_1?keywords=Be+Frank+With+Me+by+Julia+Claiborne+Johnson&qid=1697059353&sr=8-1,Julia Claiborne Johnson,MarinerBks; Reprint edition,"August 11, 2016",320.0,,4.0,24124
Young Goodman Brown,https://www.amazon.com/Young-Goodman-Brown-Nathaniel-Hawthorne/dp/B084QLMXPK/ref=sr_1_3?keywords=Young+Goodman+Brown+by+Nathaniel+Hawthorne&qid=1697003268&sr=8-3,Nathaniel Hawthorne,Independently published,"February 16, 2020",26.0,,4.6,46466
Fake Id,https://www.amazon.com/Fake-ID-Lamar-Giles/dp/0062121855/ref=sr_1_1?keywords=Fake+ID+by+Lamar+Giles&qid=1697005633&sr=8-1,Lamar Giles,Amistad Books for Young Readers; Reprint edition,"April 21, 2015",336.0,13,2.3,68377
Sexing The Cherry,https://www.amazon.com/Sexing-Cherry-Jeanette-Winterson/dp/0099598175/ref=sr_1_2?keywords=Sexing+the+Cherry+by+Jeanette+Winterson&qid=1697030654&sr=8-2,Jeanette Winterson,Random House,"January 1, 1810",,,4.3,35758
Book Of A Thousand Days,https://www.amazon.com/Book-Thousand-Days-Shannon-Hale/dp/1681193159/ref=sr_1_1?keywords=Book+of+a+Thousand+Days+by+Shannon+Hale&qid=1697034371&sr=8-1,Shannon Hale,Bloomsbury USA Childrens; Reprint edition,"October 10, 2017",336.0,13,3.9,77148
Valley Of The Dolls 50Th Anniversary Edition,https://www.amazon.com/Valley-Dolls-Anniversary-Jacqueline-Susann/dp/0802125344/ref=sr_1_1?keywords=Valley+of+the+Dolls+by+Jacqueline+Susann&qid=1697037383&sr=8-1,Jacqueline Susann,Grove Press; 50th Anniversary edition,"July 4, 2016",496.0,,4.8,89644
What Is Not Yours Is Not Yours,https://www.amazon.com/What-Not-Yours/dp/1594634645/ref=sr_1_1?keywords=What+Is+Not+Yours+Is+Not+Yours+by+Helen+Oyeyemi&qid=1697031202&sr=8-1,Helen Oyeyemi,Riverhead Books; Reprint edition,"March 7, 2017",352.0,,1.3,67766
House Of Stairs,https://www.amazon.com/House-Stairs-William-Sleator/dp/0140345809/ref=sr_1_1?keywords=House+of+Stairs+by+William+Sleator&qid=1696987440&sr=8-1,William Sleator,E. P. Dutton & Co. Inc; Second Printing edition,"January 1, 1974",0.0,,3.8,69691
Defying Hitler: A Memoir,https://www.amazon.com/Defying-Hitler-Memoir-Sebastian-Haffner/dp/0312421133/ref=sr_1_1?keywords=Defying+Hitler+by+Sebastian+Haffner&qid=1696962411&sr=8-1,Sebastian Haffner,Picador; Reprint edition,"August 1, 2003",320.0,,1.2,98067
The Mystic Masseur,https://www.amazon.com/Mystic-Masseur-V-S-Naipaul/dp/037570714X/ref=sr_1_1?keywords=The+Mystic+Masseur+by+V.+S.+Naipaul&qid=1697053327&sr=8-1,V. S. Naipaul,Vintage; Reprint edition,"January 8, 2002",224.0,,4.3,53212
"When The Rivers Run Dry, Fully Revised And Updated Edition: Water-The Defining Crisis Of The Twenty-First Century",https://www.amazon.com/Rivers-Fully-Revised-Updated-Water/dp/0807054895/ref=sr_1_1?keywords=When+the+Rivers+Run+Dry+by+Fred+Pearce&qid=1697065238&sr=8-1,Fred Pearce,Beacon Press; Illustrated edition,"Illustrated, August 28, 2018",328.0,,2.2,67433
The Jesuit Guide To (Almost) Everything: A Spirituality For Real Life,https://www.amazon.com/Jesuit-Guide-Almost-Everything-Spirituality/dp/0061432695/ref=sr_1_1?keywords=The+Jesuit+Guide+to+Almost+Everything+by+SJ+James+Martin&qid=1697039633&sr=8-1,James Martin,HarperOne; 32097th edition,"March 6, 2012",436.0,,3.5,69381
Somewhere In The Darkness,https://www.amazon.com/Somewhere-Darkness-Walter-Dean-Myers/dp/0590341863/ref=sr_1_1?keywords=Somewhere+in+the+Darkness+by+Walter+Dean+Myers&qid=1697031716&sr=8-1,Walter Dean Myers,Scholastic Paperbacks,"May 1, 2008",192.0,12,4.6,65848
Tiger Eyes,https://www.amazon.com/Tiger-Eyes-Judy-Blume/dp/1481413872/ref=sr_1_1?keywords=Tiger+Eyes+by+Judy+Blume&qid=1697046725&sr=8-1,Judy Blume,Atheneum Books for Young Readers; Reprint edition,"April 29, 2014",256.0,12,1.3,10631
The House Of Secrets,https://www.amazon.com/House-Secrets-Brad-Meltzer/dp/1455559482/ref=sr_1_11?keywords=The+Book+of+Fate+by+Brad+Meltzer&qid=1697044588&sr=8-11,Brad Meltzer,Grand Central Publishing; First Edition,"June 7, 2016",368.0,,3.6,17677
Monstrous Regiment (For The Stage),https://www.amazon.com/Monstrous-Regiment-Discworld-Terry-Pratchett/dp/006230741X/ref=sr_1_1?keywords=Monstrous+Regiment+by+Terry+Pratchett&qid=1696977089&sr=8-1,Stephen Briggs,Methuen Drama; Revised edition,"April 8, 2008",128.0,,1.2,86181
Bottle Factory Outing,https://www.amazon.com/Bottle-Factory-Outing-Beryl-Bainbridge/dp/0349123713/ref=sr_1_1?keywords=The+Bottle+Factory+Outing+by+Beryl+Bainbridge&qid=1697015374&sr=8-1,Beryl Bainbridge,Orbit & Abacus; 1st Edition Thus.,"January 1, 2001",200.0,,1.6,47818
Coyote America,https://www.amazon.com/Coyote-America-Natural-Supernatural-History/dp/0465093728/ref=sr_1_1?keywords=Coyote+America+by+Dan+Flores&qid=1697010551&sr=8-1,Flores Dan,Basic Books; Reprint edition,"September 5, 2017",288.0,,1.9,97292
Unwholly (2) (Unwind Dystology),https://www.amazon.com/UnWholly-Unwind-Dystology-Neal-Shusterman/dp/1442423676/ref=sr_1_1?keywords=UnWholly+by+Neal+Shusterman&qid=1696988799&sr=8-1,Neal Shusterman,Simon & Schuster Books for Young Readers; Reprint edition,"October 15, 2013",416.0,12,3.5,72182
Two Lives: A Memoir,https://www.amazon.com/Two-Lives-Memoir-Vikram-Seth/dp/0060599677/ref=sr_1_1?keywords=Two+Lives+by+Vikram+Seth&qid=1697056159&sr=8-1,Vikram Seth,Harper Perennial,"June 13, 2006",544.0,,3.6,22968
Let Me Be Frank W/You (Frank Bascombe),https://www.amazon.com/Let-Me-Be-Frank-You/dp/0061692077/ref=sr_1_1?keywords=Let+Me+Be+Frank+With+You+by+Richard+Ford&qid=1697057558&sr=8-1,Richard Ford,EccoPress; Reprint edition,"September 24, 2015",252.0,,3.7,69031
The Book Of Disquiet (Penguin Classics),https://www.amazon.com/Book-Disquiet-Penguin-Classics/dp/0141183047/ref=sr_1_1?crid=3H5WH7P64JL1D&keywords=The+Book+of+Disquiet+Fernando+Pessoa&qid=1666764207&qu=eyJxc2MiOiIwLjAwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=the+book+of+disquiet+fernando+pess%2Caps%2C554&sr=8-1,Fernando Pessoa,Penguin Classics; New Ed edition,"December 31, 2002",544.0,,1.0,15022
The Sound Of The Mountain,https://www.amazon.com/Sound-Mountain-Yasunari-Kawabata/dp/4805302461/ref=sr_1_1?keywords=The+Sound+of+the+Mountain+by+Yasunari+Kawabata&qid=1697020237&sr=8-1,Yasunari Kawabata,Charles E. Tuttle Co.,"January 1, 1984",,,4.1,71413
The Magician'S Assistant,https://www.amazon.com/Magicians-Assistant-Ann-Patchett/dp/0156006219/ref=sr_1_1?keywords=The+Magician%27s+Assistant+by+Ann+Patchett&qid=1696985366&sr=8-1,Ann Patchett,Harcourt Brace; First Edition,"Deckle Edge, September 17, 1998",357.0,,4.6,2789
Mostly Harmless (Hitchhiker'S Guide To The Galaxy),https://www.amazon.com/Mostly-Harmless-Hitchhikers-Guide-Galaxy/dp/0345418778/ref=sr_1_1?keywords=Mostly+Harmless+by+Douglas+Adams&qid=1697030321&sr=8-1,Douglas Adams,Del Rey; Reprint edition,"October 19, 1993",288.0,,5.0,62812
The Way Forward Is With A Broken Heart,https://www.amazon.com/Way-Forward-Broken-Heart/dp/0345407954/ref=sr_1_1?keywords=The+Way+Forward+is+with+a+Broken+Heart+by+Alice+Walker&qid=1697004197&sr=8-1,Alice Walker,Ballantine Books; First Edition,"October 2, 2001",240.0,,1.6,79429
"Red Queen (Red Queen, 1)",https://www.amazon.com/Red-Queen-Victoria-Aveyard/dp/006231064X/ref=sr_1_1?keywords=Red+Queen+by+Victoria+Aveyard&qid=1697017994&sr=8-1,Victoria Aveyard,HarperTeen; Reprint edition,"June 7, 2016",416.0,14+,2.6,93934
Walk In Their Shoes: Can One Person Change The World?,https://www.amazon.com/Walk-Their-Shoes-Person-Change/dp/1451683561/ref=sr_1_1?crid=138BM6BBIOEG6&keywords=Walk+in+Their+Shoes+Jim+Ziolkowski%2CJames+S.+Hirsch&qid=1666705884&sprefix=walk+in+their+shoes+jim+ziolkowski%2Caps%2C614&sr=8-1,Jim Ziolkowski,Simon & Schuster; Reprint edition,"June 17, 2014",272.0,,5.0,67595
Highwire Moon,https://www.amazon.com/Highwire-Moon-Susan-Straight/dp/1640093591/ref=sr_1_1?keywords=Highwire+Moon+by+Susan+Straight&qid=1697470659&sr=8-1,Susan Straight,Counterpoint; Reissue edition,"October 22, 2019",370.0,,4.1,87707
The Work: Searching For A Life That Matters,https://www.amazon.com/Work-Searching-Life-That-Matters/dp/081298384X/ref=sr_1_1?keywords=The+Work+by+Wes+Moore&qid=1697033026&sr=8-1,Wes Moore,One World; Reprint edition,"July 21, 2015",272.0,,2.1,96518
The Expats: A Novel,https://www.amazon.com/Expats-Novel-Chris-Pavone/dp/0451498941/ref=sr_1_1?keywords=The+Expats+by+Chris+Pavone&qid=1696962632&sr=8-1,Chris Pavone,Ballantine Books; Reprint edition,"January 22, 2013",368.0,,4.1,88381
Imperial Life In The Emerald City: Inside Iraq'S Green Zone,https://www.amazon.com/Imperial-Life-Emerald-City-Inside/dp/0307278832/ref=sr_1_1?keywords=Imperial+Life+in+the+Emerald+City+by+Rajiv+Chandrasekaran&qid=1697007164&sr=8-1,Rajiv Chandrasekaran,Vintage; First Edition,"September 4, 2007",365.0,,3.3,59785
Dodger,https://www.amazon.com/Dodger-Terry-Pratchett/dp/0062009516/ref=sr_1_1?keywords=Dodger+by+Terry+Pratchett&qid=1697028550&sr=8-1,Terry Pratchett,Clarion Books; Reprint edition,"September 24, 2013",368.0,13,1.8,13255
Life And Death Are Wearing Me Out: A Novel,https://www.amazon.com/Life-Death-Are-Wearing-Out/dp/1611454271/ref=sr_1_1?keywords=Life+and+Death+are+Wearing+Me+Out+by+Mo+Yan&qid=1697044943&sr=8-1,Mo Yan,Arcade; Reprint edition,"July 1, 2012",552.0,,4.3,95546
King Of The Wind: The Story Of The Godolphin Arabian,https://www.amazon.com/King-Wind-Story-Godolphin-Arabian/dp/1416927867/ref=sr_1_1?crid=174HEQ0GZIDQ&keywords=King+of+the+Wind_Henry&qid=1682526407&sprefix=king+of+the+wind_henry%2Caps%2C442&sr=8-1,Marguerite Henry,Aladdin; Reissue edition,"Illustrated, December 26, 2006",176.0,9,1.0,48138
"Lair Of Dreams: A Diviners Novel (The Diviners, 2)",https://www.amazon.com/Lair-of-Dreams-Libba-Bray-audiobook/dp/B012E8QYZA/ref=sr_1_1?crid=LSRV8OLYV1I8&keywords=Lair+of+Dreams_Bray&qid=1681938089&s=instant-video&sprefix=lair+of+dreams_bray%2Cinstant-video%2C377&sr=1-1,Libba Bray,"Little, Brown Books for Young Readers; Reprint edition","September 5, 2017",592.0,15,2.7,43937
Breathing Lessons: A Novel,https://www.amazon.com/Breathing-Lessons-Novel-Anne-Tyler/dp/0345485572/ref=sr_1_1?keywords=Breathing+Lessons+by+Anne+Tyler&qid=1697046532&sr=8-1,Anne Tyler,Vintage; Reissue edition,"November 1, 2005",339.0,,1.3,22613
The True Believer: Thoughts On The Nature Of Mass Movements (Perennial Classics),https://www.amazon.com/True-Believer-Thoughts-Movements-Perennial/dp/0060505915/ref=sr_1_1?keywords=The+True+Believer+by+Eric+Hoffer&qid=1696979564&sr=8-1,Eric Hoffer,Harper Perennial Modern Classics,"January 19, 2010",192.0,,3.4,65223
As A Driven Leaf,https://www.amazon.com/As-Driven-Leaf-Milton-Steinberg/dp/0874419506/ref=sr_1_1?keywords=As+a+Driven+Leaf+by+Milton+Steinberg&qid=1697062053&sr=8-1,Rabbi Milton Steinberg,Behrman House,"January 1, 1939",480.0,,4.5,43919
If You Could Be Mine: A Novel,https://www.amazon.com/If-You-Could-Be-Mine/dp/1616204559/ref=sr_1_1?keywords=If+You+Could+Be+Mine+by+Sara+Farizan&qid=1696975621&sr=8-1,Sara Farizan,Algonquin Books,"September 9, 2014",272.0,14,3.4,54686
I Have No Mouth & I Must Scream,https://www.amazon.com/Have-No-Mouth-Must-Scream/dp/0441363946/ref=sr_1_1?keywords=I+Have+No+Mouth%2C+and+I+Must+Scream+by+Harlan+Ellison&qid=1697064157&sr=8-1,Harlan Ellison,e-reads.com,"January 1, 2009",144.0,,2.0,83753
Brothers And Keepers: A Memoir,https://www.amazon.com/Brothers-Keepers-John-Edgar-Wideman/dp/0618509631/ref=sr_1_1?keywords=Brothers+and+Keepers+by+John+Edgar+Wideman&qid=1697026113&sr=8-1,John Edgar Wideman,Mariner Books; Reprint edition,"January 26, 2005",266.0,,3.5,79336
Lucky Broken Girl,https://www.amazon.com/Lucky-Broken-Girl-Ruth-Behar/dp/0399546456/ref=sr_1_1?keywords=Lucky+Broken+Girl+by+Ruth+Behar&qid=1696986730&sr=8-1,Ruth Behar,Nancy Paulsen Books; Reprint edition,"April 10, 2018",272.0,10,1.1,39660
Little Heathens: Hard Times And High Spirits On An Iowa Farm During The Great Depression,https://www.amazon.com/Little-Heathens-Spirits-During-Depression/dp/0553384244/ref=sr_1_1?keywords=Little+Heathens+by+Mildred+Armstrong+Kalish&qid=1697054681&sr=8-1,Mildred Armstrong Kalish,Bantam; NO-VALUE edition,"April 29, 2008",292.0,,2.5,3608
The Crazed,https://www.amazon.com/Crazed-Ha-Jin/dp/0375714111/ref=sr_1_1?keywords=The+Crazed+by+Ha+Jin&qid=1696961507&sr=8-1,Ha Jin,Vintage; Reprint edition,"January 6, 2004",336.0,,1.6,99092
What Is Populism,https://www.amazon.com/What-Populism-Jan-Werner-M%C3%BCller/dp/0812248988/ref=sr_1_1?keywords=What+Is+Populism%3F+by+Jan-Werner+M%C3%BCller&qid=1697019490&sr=8-1,Jan-Werner Müller,Penguin,"January 1, 2017",160.0,,2.6,42264
"Poison Study (Study, Book 1)",https://www.amazon.com/Poison-Study-Book-1/dp/0778324338/ref=sr_1_5?keywords=Poison+Study+by+Maria+V.+Snyder&qid=1697021195&sr=8-5,Maria V. Snyder,MIRA,"February 27, 2007",416.0,,2.7,75994
From Sleep Unbound (Modern African Writing Series),https://www.amazon.com/Sleep-Unbound-Modern-African-Writing/dp/080400837X/ref=sr_1_1?crid=2HYGHF34YXPWV&keywords=From+Sleep+Unbound+Transl.+Sharon+Spencer%2CAndree+Chedid&qid=1666701360&sprefix=from+sleep+unbound+transl.+sharon+%2Caps%2C616&sr=8-1,Andre Chedid,Swallow Press; 1st edition,"September 30, 1983",158.0,,1.4,83145
It'S What I Do: A Photographer'S Life Of Love And War,https://www.amazon.com/Its-What-Do-Photographers-Life/dp/0143128418/ref=sr_1_1?keywords=It%27s+What+I+Do+by+Lynsey+Addario&qid=1697032233&sr=8-1,Lynsey Addario,Penguin Books; Reprint edition,"November 8, 2016",368.0,,1.9,27946
